"Parent.ID","Extraction...PNNL.Quick.Reference","Date.of.Extraction","Date.of.Sampling","Time.in.Freezer..Days.","DNA.Extraction.Kit.Used","Lab.ID.Used.During.Extraction..label.on.tube..sometimes.different.from.BF...","Owen.s.Notation.for.sequencing","Filter.Portion.Details","Full.filtration.Details","Filter.Used.for.Extraction","Total.volume.filtered.through.whole.filter..L.","X..Of.Whole.Filter.Used","Weight.of.whole.filter","Weight.of.filter.fraction.used..mg.","Filtered.Volume.Used.in.extraction.L.","DNA.Yield..ng.µl.","DNA.Yield..µg.µl.","X260...280","X260...230","Elution.Volume..µl.","Sample.Volume.Used..µl.","Remaining.Volume","Total.µg","Total.ng","ng.normalized.per.ml.of.filtered.volume","Qubit.Kit.used","Actual.Nucleic..Acid.Conc...ng.ul.","Total..Amount...ng.","Total..Amount...µg.","ng.per.mL.of.filtered.volume.2","Date.Shipped.for.Sequencing","Azenta.ID","Sample.Volume","Actual.nucleic.acid.conc...ng.µL.","A260.A280","A260.A230","Actual..Nucleic..Acid..Conc....ng.ul.2","Total..Amount...ng.3","X.Reads","Yield..Mbases.","Mean.quality.score","X..Bases...30","DNA.Yield..ng.µl.4","X260...280.5","X260...2306","Total.nanograms","Post.Extraction.Kit.Used","DNA.ID.s.combined","DNA.Yield..ng.µl.7","DNA.Yield..µg.µl.8","X260...280.9","X260...23010","Elution.Volume..µl..11","Sample.Volume.Used..µl.12","Remaining.Volume.13","Total.µg14","Total.ng15","Qubit.Kit.used16","Actual..Nucleic..Acid..Conc....ng.ul.17","Total..Amount...ng.18","Total..Amount...µg.19","Filter.Used.for.Extraction.Fixed_Name","Experiment.index..Parent.Sample.unique.ids.used.for.DMP.","Subsample.Filter...for.Quick.Reference","Replicate..","Filter.Pore.Size","Filter.Diameter","Filter.material","Filtration.Sequence","Filter.Fraction2","Filtration.Equipment","Person.Filtering","Time.of.Filter.Subsample..Collection..When.filter.is.done.filtering.","Date.filtered","Date.of.Sample.Collection","Time.between.sampling.and.filtration..days.","Sample.Location","Time.of.parent.sample.collection","Sampling.Method...At.initial.time.of.water.collection.","Total.Sample.Volume.Collected..L.","Volume.Filtered.through.individual.filter..L.","Filtrate.kept.","DNA.extracted.","X..of.Filter.destructively.sampled.if.DNA.extracted","Sequenced..x","DNA.Sample.ID.s.","Additional.Notes","Date","Sampling.Time","Year","Month","Day","Hour","Min","Tidal.Stage","Site.Coordinates","Latitude","Longitude","Crew","Sampling.Method","Volume.Collected...L.","Secchi.Depth..m....Secchi.Disk.","Time.of.Secchi.measurement..Sechhi.Disk.","Cloud.Cover..Observation.","Sea.State....Observation.","Wind.speed...Gust..m.s.....Hand.held.Anemometer.","Air.Temp...C....Hand.held.Anemometer.","Water.temperature...C.....YSI.Sensor.","Dissolved.Oxygen..mg.L....YSI.Sensor.","Salinity..ppt....YSI.Sensor.","Turbidity.......YSI.Sensor.","pH...YSI.Sensor.","Chlorophyll........YSI.Sensor.","P.E.........YSI.Sensor.","water_level..m..NAVD88....Sequim.Dock.Data.","temp..degC...Sequim.Dock.Data.","do..mg.L...Sequim.Dock.Data.","salinity..ppt...Sequim.Dock.Data.","airtemp_avg..degC...Sequim.Dock.Data.","baro_pressure..Pa...Sequim.Dock.Data.","rh......Sequim.Dock.Data.","rain..mm...Sequim.Dock.Data.","winddir..deg.from...Sequim.Dock.Data.","windspeed_avg..m.s...Sequim.Dock.Data.","windspeed_max..m.s...Sequim.Dock.Data.","land.par_avg..Sequim.Dock.Data.","underwater.lower_par..Sequim.Dock.Data.","underwater.upper_par..Sequim.Dock.Data.","chlorophyll..Sequim.Dock.Data.","phycoerythrin..ppb...Sequim.Dock.Data.","cdom..ppb...Sequim.Dock.Data.","pco2_water..Sequim.Dock.Data.","pco2_air..Sequim.Dock.Data.","o2_water..Sequim.Dock.Data.","o2_air","pH..Sequim.Dock.Data.","Environment.Notes..observation.","Processing.Notes","X..of.Macro.filters.produced","X..of.Micro.filters.produced","X..of.PIco.filters.produced","X..of.viral.filters.produced","DNA.Extracted.from.Filters.","Sequenced..y","TargetSequencingDepth","Grouping","kappa","C","LR","modelR","LRstar","diversity","No.OfViralCluster","No.OfAssemblies","No.Of10kbupAssemblies","No.OfViralContig","Read.Count","Subset_highest_cyanos","ProSyn_cyanos","Synechococcus","Prochlorococcus","Subset_highest_synphage","Subset_highest_prophage","Subset_highest_phages","Dictyostelium.discoideum","X20241018_cyano_all_genomes","X20241018_pro_all_genomes","X20241018_syn_all_genomes","X20241021_cyanophage_all_genomes","X20241021_proc_phage_all_genomes","X20241021_syn_phage_all_genomes","amoeba_genome_5_all","Subset_highest_cyanos_rpm","ProSyn_cyanos_rpm","Synechococcus_rpm","Prochlorococcus_rpm","Subset_highest_synphage_rpm","Subset_highest_prophage_rpm","Subset_highest_phages_rpm","Dictyostelium.discoideum_rpm","X20241018_cyano_all_genomes_rpm","X20241018_pro_all_genomes_rpm","X20241018_syn_all_genomes_rpm","X20241021_cyanophage_all_genomes_rpm","X20241021_proc_phage_all_genomes_rpm","X20241021_syn_phage_all_genomes_rpm","amoeba_genome_5_all_rpm"
"NW_FE_010","#057",2024-07-18,2024-07-10,8,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 175032099","BF-060","20240718-PNNL-NRB-Seq57","Pico (> 0.22µm ) MCE membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-060",1,0.5,NA,NA,0.5,16.6,0.0166,1.92,0.04,100,20.8,79.2,1.31472,1314.72,2629.44,"1X dsDNA HS kit",11.2,887.04,0.88704,1774.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-060","NW_FE_010","BF-060","R1","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF",13H 50M 0S,2024-07-10,2024-07-10,0,"PNNL-Sequim Floating Dock",13H 50M 0S,"Surface grab",12,1,NA,"Yes",0.5,"No","20240718-PNNL-NRB-Seq57",NA,2024-07-10,13H 50M 0S,2024,7,10,13,50,"Slack Low","48°04'45""N 123°02'42""W","48.079340000000002","-123.045097","MPF, KJ","Surface grab",10,4,13H 10M 0S,"Clear","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.479543,14.1881,11.352,31.4988,11.91,1015.2,90.2,0,14.39,0.896,1.166,270,3272,7999,2.2022,1.3206,1.82,394.52665,430.1325,21.92655,21.18819,8.071935333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_011","#058",2024-07-18,2024-07-17,1,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 175032099","BF-064","20240718-PNNL-NRB-Seq58","Pico (> 0.22µm ) MCE membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-064",1.8,0.5,NA,NA,0.9,32.7,0.0327,1.82,0.23,100,4,96,3.1392,3139.2,3488,"1X dsDNA HS kit",24.9,2390.4,2.3904,2656,NA,"SGH13070",75,40.9,1.65,0.27,16.1,1207.5,NA,NA,NA,NA,8.2,-0.17,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-064","NW_FE_011","BF-064","R1","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF",10H 35M 0S,2024-07-17,2024-07-17,0,"PNNL-Sequim Floating Dock",10H 35M 0S,"Surface grab",15,1.8,NA,"Yes",1,"Yes","20240718-PNNL-NRB-Seq58, 20241118-PNNL-NRB-Seq156",NA,2024-07-17,10H 35M 0S,2024,7,17,10,35,"Flood","48°04'45""N 123°02'42""W","48.079340000000002","-123.045097","MPF, NRB","Surface grab",15,5,10H 40M 0S,"partially cloudy","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919074,14.7057,11.945,31.0226,14.68,1013.207,88.8,0,317.9,0.445,1.1,0,3137,7999,1.4036,-0.0426,1.274,NA,NA,NA,NA,8.250541,NA,"1. In-line filtration using peristaltic pump (20µm and 5µm) in wet lab, then .22µm single filtration in moleccular lab",NA,NA,NA,NA,NA,NA,10,"Surface grab -0.5-In-line pump-MCE Membrane -0.2-PNNL Dock-45490-0.440972222222222-Qiagen Dneasy PowerSoil ProKit-10",0.82898,0.842441048,7690412100,0.999317427,28707981298,19.63308101,690,745248,4653,852,89474936,92432,37108,30168,6940,113,0,518,2408,317082,121564,147662,22105,17029,48303,52088,1033.04907644751,414.730668262227,337.167047540554,77.5636207216734,1.26292350742782,0,5.78933076856294,26.9125646538602,3543.80806709937,1358.63746245094,1650.31691109564,247.052425944177,190.32145493795,539.849506011382,582.151855353101
"NW_FE_011","#059",2024-07-18,2024-07-17,1,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 175032099","BF-065","20240718-PNNL-NRB-Seq59","Pico (> 0.22µm ) MCE membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-065",1,0.5,NA,NA,0.5,16.8,0.0168,1.77,0.28,100,4,96,1.6128,1612.8,3225.6,"1X dsDNA HS kit",11.3,1084.8,1.0848,2169.6,NA,"SGH13071",75,29.2,1.48,0.36,6.72,504,NA,NA,NA,NA,12.4,-0.29,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-065","NW_FE_011","BF-065","R2","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF",10H 35M 0S,2024-07-17,2024-07-17,0,"PNNL-Sequim Floating Dock",10H 35M 0S,"Surface grab",15,1,NA,"Yes",1,"Yes","20240718-PNNL-NRB-Seq59, 20241118-PNNL-NRB-Seq156",NA,2024-07-17,10H 35M 0S,2024,7,17,10,35,"Flood","48°04'45""N 123°02'42""W","48.079340000000002","-123.045097","MPF, NRB","Surface grab",15,5,10H 40M 0S,"partially cloudy","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919074,14.7057,11.945,31.0226,14.68,1013.207,88.8,0,317.9,0.445,1.1,0,3137,7999,1.4036,-0.0426,1.274,NA,NA,NA,NA,8.250541,NA,"1. In-line filtration using peristaltic pump (20µm and 5µm) in wet lab, then .22µm single filtration in moleccular lab",NA,NA,NA,NA,NA,NA,10,"Surface grab -0.5-In-line pump-MCE Membrane -0.2-PNNL Dock-45490-0.440972222222222-Qiagen Dneasy PowerSoil ProKit-10",0.79011,0.806258282,5630606400,0.999434604,34444002770,19.69769487,461,656816,3976,585,64480204,68970,29119,24181,4938,65,0,227,1727,220443,84090,105163,11943,9282,26277,32970,1069.63061097015,451.595965794401,375.014322225159,76.5816435692418,1.00806132685312,0,3.52046032608706,26.7834140226976,3418.77020116127,1304.12118423199,1630.93466639777,185.219637332413,143.951157474626,407.520422857223,511.319722251499
NA,"#060",2024-07-18,NA,NA,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 175032099",NA,"20240718-PNNL-NRB-Seq60",NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.0014,1.9,0.02,100,4,96,0.1344,134.4,NA,"1X dsDNA HS kit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_008","#061",2024-07-19,2024-06-28,21,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 175032099","BF-048","20240719-PNNL-NRB-Seq61","Pico (> 0.22µm ) MCE membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-048",0.975,0.5,NA,NA,0.4875,9.9,0.0099,1.72,0.07,100,10,90,0.891,891,1827.69230769231,"1X dsDNA HS kit",6.05,544.5,0.5445,1116.92307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-048","NW_FE_008","BF-048","R3","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF",15H 15M 0S,2024-06-28,2024-06-28,0,"PNNL-Sequim Pier",12H 0M 0S,"Peristaltic pump and in-line",4,0.975,NA,"Yes",1,"No","20240719-PNNL-NRB-Seq61, 20240719-PNNL-NRB-Seq62",NA,2024-06-28,12H 8M 0S,2024,6,28,12,8,"Ebb","48°04'45""N 123°02'42""W","48.079268839568002","-123.045054208037","NRB, KJ, MPF","20µm → 5µm in-line peristaltic pump filtration",4,3.5,11H 30M 0S,"partially cloudy","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.914373398,11.83670044,8.897999763,31.38319969,12.35999966,1017.900024,84.5,0,172,0.521000028,1.032999992,13.30000019,3211,7999,1.827100039,0.255600005,1.001000047,486.2593833,437.3982267,20.17977267,21.18523,8.091724,"1.Lots of activity on pier, so possible biological materials from that
2. In-line
","1. 5µm filter used for priming cracked
2. Decided to use a smaller piece of tubing for next in line fitrations 
3. 20µm filters warped slightly in autoclave",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_008","#062",2024-07-19,2024-06-28,21,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 175032099","BF-048","20240719-PNNL-NRB-Seq62","Pico (> 0.22µm ) MCE membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-048",0.975,0.5,NA,NA,0.4875,9.3,0.0093,1.85,0.05,100,6,94,0.8742,874.2,1793.23076923077,"1X dsDNA HS kit",5.05,474.7,0.4747,973.74358974359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-048","NW_FE_008","BF-048","R3","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF",15H 15M 0S,2024-06-28,2024-06-28,0,"PNNL-Sequim Pier",12H 0M 0S,"Peristaltic pump and in-line",4,0.975,NA,"Yes",1,"No","20240719-PNNL-NRB-Seq61, 20240719-PNNL-NRB-Seq62",NA,2024-06-28,12H 8M 0S,2024,6,28,12,8,"Ebb","48°04'45""N 123°02'42""W","48.079268839568002","-123.045054208037","NRB, KJ, MPF","20µm → 5µm in-line peristaltic pump filtration",4,3.5,11H 30M 0S,"partially cloudy","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.914373398,11.83670044,8.897999763,31.38319969,12.35999966,1017.900024,84.5,0,172,0.521000028,1.032999992,13.30000019,3211,7999,1.827100039,0.255600005,1.001000047,486.2593833,437.3982267,20.17977267,21.18523,8.091724,"1.Lots of activity on pier, so possible biological materials from that
2. In-line
","1. 5µm filter used for priming cracked
2. Decided to use a smaller piece of tubing for next in line fitrations 
3. 20µm filters warped slightly in autoclave",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_009","#063",2024-07-19,2024-07-03,16,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 175032099","BF-053","20240719-PNNL-NRB-Seq63","Pico (> 0.22µm ) MCE membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-053",1.2,0.5,NA,NA,0.6,12.4,0.0124,1.83,0.13,100,10,90,1.116,1116,1860,"1X dsDNA HS kit",7.95,715.5,0.7155,1192.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-053","NW_FE_009","BF-053","R2","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF",16H 37M 0S,2024-07-03,2024-07-03,0,"PNNL-Sequim Pier",13H 11M 0S,"Peristaltic pump and in-line",5,1.2,NA,"No",1,"No","20240719-PNNL-NRB-Seq63, 20241209-PNNL-NRB-Seq250",NA,2024-07-03,13H 11M 0S,2024,7,3,13,11,"Flood","48°04'45""N 123°02'42""W","48.079268839568002","-123.045054208037","NRB, MPF","20µm → 5µm in-line peristaltic pump filtration",5,5.5,13H 40M 0S,"none","calm, fast current",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36755,11.5542,8.049,31.4383,11.05,1025.51,91.6,0,169,2.361,2.932,237.9,3262,7999,1.0406,1.278,0.819,496.8924,435.576366666667,20.09109,21.2653466666667,7.89919,"1. Sampling location close to piling and floating kelp 
2. In-line","1. Filters holders not fully tighted until filters wetted slightly by water flow (so as to prevent cracking)
2. Large soft tubing, best for peristcltic pump, slightly warped and warm after disconnecting from pump.
3. 5L filtered with one 5µm and 20µm filter used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_010","#064",2024-07-19,2024-07-10,9,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 175032099","BF-058","20240719-PNNL-NRB-Seq64","Pico (> 0.22µm ) MCE membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-058",1,0.5,NA,NA,0.5,19.4,0.0194,1.82,0.07,100,10,90,1.746,1746,3492,"1X dsDNA HS kit",12.8,1152,1.152,2304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-058","NW_FE_010","BF-058","R2","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF",13H 50M 0S,2024-07-10,2024-07-10,0,"PNNL-Sequim Floating Dock",13H 50M 0S,"Surface grab",12,1,NA,"Yes",0.5,"No","20240719-PNNL-NRB-Seq64",NA,2024-07-10,13H 50M 0S,2024,7,10,13,50,"Slack Low","48°04'45""N 123°02'42""W","48.079340000000002","-123.045097","MPF, KJ","Surface grab",10,4,13H 10M 0S,"Clear","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.479543,14.1881,11.352,31.4988,11.91,1015.2,90.2,0,14.39,0.896,1.166,270,3272,7999,2.2022,1.3206,1.82,394.52665,430.1325,21.92655,21.18819,8.071935333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_010","#065",2024-07-19,2024-07-10,9,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 175032099","BF-061","20240719-PNNL-NRB-Seq65","Pico (> 0.22µm ) MCE membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-061",1,0.5,NA,NA,0.5,18.3,0.0183,1.84,0.05,100,10,90,1.647,1647,3294,"1X dsDNA HS kit",11.1,999,0.999,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-061","NW_FE_010","BF-061","R2","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF",13H 50M 0S,2024-07-10,2024-07-10,0,"PNNL-Sequim Floating Dock",13H 50M 0S,"Surface grab",12,1,NA,"Yes",0.5,"No","20240719-PNNL-NRB-Seq65",NA,2024-07-10,13H 50M 0S,2024,7,10,13,50,"Slack Low","48°04'45""N 123°02'42""W","48.079340000000002","-123.045097","MPF, KJ","Surface grab",10,4,13H 10M 0S,"Clear","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.479543,14.1881,11.352,31.4988,11.91,1015.2,90.2,0,14.39,0.896,1.166,270,3272,7999,2.2022,1.3206,1.82,394.52665,430.1325,21.92655,21.18819,8.071935333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"#066",2024-07-19,NA,NA,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 175032099",NA,"20240719-PNNL-NRB-Seq66",NA,NA,NA,NA,NA,NA,NA,NA,2.2,0.0022,1.79,0.02,100,10,90,0.198,198,NA,"1X dsDNA HS kit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_007","#067",2024-07-24,2024-06-19,35,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 175032099","BF-036","20240724-PNNL-NRB-Seq67","Macro ( > 20µm) Nylon","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-036",0.8,0.5,NA,NA,0.4,11.5,0.0115,1.72,0.07,100,12,88,1.012,1012,2530,"1X dsDNA HS kit",6.4,563.2,0.5632,1408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zymo Genomic DNA Clean and Concentrator Kit Cat. D4046 Lot.206204","67-69",90.9,0.0909,1.47,0.69,100,6,94,8.5446,8544.6,"1X dsDNA HS kit",NA,NA,NA,"BF-036","NW_FE_007","BF-036","R1","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","NRB",16H 47M 0S,2024-06-19,2024-06-19,0,"PNNL-Sequim Pier",7H 0M 0S,"Pump & in-line filter",8,0.8,NA,"Yes",1,"No","20240725-PNNL-NRB-Seq67, 20240725-PNNL-NRB-Seq71",NA,2024-06-19,6H 40M 0S,2024,6,19,6,40,"Ebb","48°04'45""N 123°02'42""W","48.079268839568002","-123.045054208037","NRB","20 -> 5 µm in-line peristaltic pump filtration",8,NA,6H 20M 0S,"Clear","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.985423446,NA,NA,NA,10.36999989,1016.900024,85.19999695,0,323.5,1.705000043,2.398999929,0,3242,7999,10.70849991,1.192800045,1.36500001,274.3979233,438.9651567,23.901379,21.19775767,8.1596402,"1. Too shallow for secchi read
2. One discrete sample taken at 6:20, one in-line filtration conducted from 6:20-7:13 to collect 1L 20µm filtrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_007","#068",2024-07-24,2024-06-19,35,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 175032099","BF-037","20240724-PNNL-NRB-Seq68","Macro ( > 20µm) Nylon","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-037",0.8,0.5,NA,NA,0.4,15.1,0.0151,1.65,0.08,100,12,88,1.3288,1328.8,3322,"1X dsDNA HS kit",6,528,0.528,1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"1X dsDNA HS kit",NA,NA,NA,"BF-037","NW_FE_007","BF-037","R2","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","NRB",16H 50M 0S,2024-06-19,2024-06-19,0,"PNNL-Sequim Pier",7H 0M 0S,"Pump & in-line filter",8,0.8,NA,"Yes",1,"No","20240725-PNNL-NRB-Seq68, 20240725-PNNL-NRB-Seq72",NA,2024-06-19,6H 40M 0S,2024,6,19,6,40,"Ebb","48°04'45""N 123°02'42""W","48.079268839568002","-123.045054208037","NRB","20 -> 5 µm in-line peristaltic pump filtration",8,NA,6H 20M 0S,"Clear","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.985423446,NA,NA,NA,10.36999989,1016.900024,85.19999695,0,323.5,1.705000043,2.398999929,0,3242,7999,10.70849991,1.192800045,1.36500001,274.3979233,438.9651567,23.901379,21.19775767,8.1596402,"1. Too shallow for secchi read
2. One discrete sample taken at 6:20, one in-line filtration conducted from 6:20-7:13 to collect 1L 20µm filtrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
